serialAuto;nombreAuto;modeloAuto;precioPorDiaAuto;nombreCliente;apellidoCliente;direccionCliente;cedulaCliente
Serial-prueba-carga-819;Nombre prueba carga 819;1203;918000;Andres 819;Montoya 819;Direccion 819;1000000818
Serial-prueba-carga-820;Nombre prueba carga 820;1202;919000;Andres 820;Montoya 820;Direccion 820;1000000819
Serial-prueba-carga-821;Nombre prueba carga 821;1201;920000;Andres 821;Montoya 821;Direccion 821;1000000820
Serial-prueba-carga-822;Nombre prueba carga 822;1200;921000;Andres 822;Montoya 822;Direccion 822;1000000821
Serial-prueba-carga-823;Nombre prueba carga 823;1199;922000;Andres 823;Montoya 823;Direccion 823;1000000822
Serial-prueba-carga-824;Nombre prueba carga 824;1198;923000;Andres 824;Montoya 824;Direccion 824;1000000823
Serial-prueba-carga-825;Nombre prueba carga 825;1197;924000;Andres 825;Montoya 825;Direccion 825;1000000824
Serial-prueba-carga-826;Nombre prueba carga 826;1196;925000;Andres 826;Montoya 826;Direccion 826;1000000825
Serial-prueba-carga-827;Nombre prueba carga 827;1195;926000;Andres 827;Montoya 827;Direccion 827;1000000826
Serial-prueba-carga-828;Nombre prueba carga 828;1194;927000;Andres 828;Montoya 828;Direccion 828;1000000827
Serial-prueba-carga-829;Nombre prueba carga 829;1193;928000;Andres 829;Montoya 829;Direccion 829;1000000828
Serial-prueba-carga-830;Nombre prueba carga 830;1192;929000;Andres 830;Montoya 830;Direccion 830;1000000829
Serial-prueba-carga-831;Nombre prueba carga 831;1191;930000;Andres 831;Montoya 831;Direccion 831;1000000830
Serial-prueba-carga-832;Nombre prueba carga 832;1190;931000;Andres 832;Montoya 832;Direccion 832;1000000831
Serial-prueba-carga-833;Nombre prueba carga 833;1189;932000;Andres 833;Montoya 833;Direccion 833;1000000832
Serial-prueba-carga-834;Nombre prueba carga 834;1188;933000;Andres 834;Montoya 834;Direccion 834;1000000833
Serial-prueba-carga-835;Nombre prueba carga 835;1187;934000;Andres 835;Montoya 835;Direccion 835;1000000834
Serial-prueba-carga-836;Nombre prueba carga 836;1186;935000;Andres 836;Montoya 836;Direccion 836;1000000835
Serial-prueba-carga-837;Nombre prueba carga 837;1185;936000;Andres 837;Montoya 837;Direccion 837;1000000836
Serial-prueba-carga-838;Nombre prueba carga 838;1184;937000;Andres 838;Montoya 838;Direccion 838;1000000837
Serial-prueba-carga-839;Nombre prueba carga 839;1183;938000;Andres 839;Montoya 839;Direccion 839;1000000838
Serial-prueba-carga-840;Nombre prueba carga 840;1182;939000;Andres 840;Montoya 840;Direccion 840;1000000839
Serial-prueba-carga-841;Nombre prueba carga 841;1181;940000;Andres 841;Montoya 841;Direccion 841;1000000840
Serial-prueba-carga-842;Nombre prueba carga 842;1180;941000;Andres 842;Montoya 842;Direccion 842;1000000841
Serial-prueba-carga-843;Nombre prueba carga 843;1179;942000;Andres 843;Montoya 843;Direccion 843;1000000842
Serial-prueba-carga-844;Nombre prueba carga 844;1178;943000;Andres 844;Montoya 844;Direccion 844;1000000843
Serial-prueba-carga-845;Nombre prueba carga 845;1177;944000;Andres 845;Montoya 845;Direccion 845;1000000844
Serial-prueba-carga-846;Nombre prueba carga 846;1176;945000;Andres 846;Montoya 846;Direccion 846;1000000845
Serial-prueba-carga-847;Nombre prueba carga 847;1175;946000;Andres 847;Montoya 847;Direccion 847;1000000846
Serial-prueba-carga-848;Nombre prueba carga 848;1174;947000;Andres 848;Montoya 848;Direccion 848;1000000847
Serial-prueba-carga-849;Nombre prueba carga 849;1173;948000;Andres 849;Montoya 849;Direccion 849;1000000848
Serial-prueba-carga-850;Nombre prueba carga 850;1172;949000;Andres 850;Montoya 850;Direccion 850;1000000849
Serial-prueba-carga-851;Nombre prueba carga 851;1171;950000;Andres 851;Montoya 851;Direccion 851;1000000850
Serial-prueba-carga-852;Nombre prueba carga 852;1170;951000;Andres 852;Montoya 852;Direccion 852;1000000851
Serial-prueba-carga-853;Nombre prueba carga 853;1169;952000;Andres 853;Montoya 853;Direccion 853;1000000852
Serial-prueba-carga-854;Nombre prueba carga 854;1168;953000;Andres 854;Montoya 854;Direccion 854;1000000853
Serial-prueba-carga-855;Nombre prueba carga 855;1167;954000;Andres 855;Montoya 855;Direccion 855;1000000854
Serial-prueba-carga-856;Nombre prueba carga 856;1166;955000;Andres 856;Montoya 856;Direccion 856;1000000855
Serial-prueba-carga-857;Nombre prueba carga 857;1165;956000;Andres 857;Montoya 857;Direccion 857;1000000856
Serial-prueba-carga-858;Nombre prueba carga 858;1164;957000;Andres 858;Montoya 858;Direccion 858;1000000857
Serial-prueba-carga-859;Nombre prueba carga 859;1163;958000;Andres 859;Montoya 859;Direccion 859;1000000858
Serial-prueba-carga-860;Nombre prueba carga 860;1162;959000;Andres 860;Montoya 860;Direccion 860;1000000859
Serial-prueba-carga-861;Nombre prueba carga 861;1161;960000;Andres 861;Montoya 861;Direccion 861;1000000860
Serial-prueba-carga-862;Nombre prueba carga 862;1160;961000;Andres 862;Montoya 862;Direccion 862;1000000861
Serial-prueba-carga-863;Nombre prueba carga 863;1159;962000;Andres 863;Montoya 863;Direccion 863;1000000862
Serial-prueba-carga-864;Nombre prueba carga 864;1158;963000;Andres 864;Montoya 864;Direccion 864;1000000863
Serial-prueba-carga-865;Nombre prueba carga 865;1157;964000;Andres 865;Montoya 865;Direccion 865;1000000864
Serial-prueba-carga-866;Nombre prueba carga 866;1156;965000;Andres 866;Montoya 866;Direccion 866;1000000865
Serial-prueba-carga-867;Nombre prueba carga 867;1155;966000;Andres 867;Montoya 867;Direccion 867;1000000866
Serial-prueba-carga-868;Nombre prueba carga 868;1154;967000;Andres 868;Montoya 868;Direccion 868;1000000867
Serial-prueba-carga-869;Nombre prueba carga 869;1153;968000;Andres 869;Montoya 869;Direccion 869;1000000868
Serial-prueba-carga-870;Nombre prueba carga 870;1152;969000;Andres 870;Montoya 870;Direccion 870;1000000869
Serial-prueba-carga-871;Nombre prueba carga 871;1151;970000;Andres 871;Montoya 871;Direccion 871;1000000870
Serial-prueba-carga-872;Nombre prueba carga 872;1150;971000;Andres 872;Montoya 872;Direccion 872;1000000871
Serial-prueba-carga-873;Nombre prueba carga 873;1149;972000;Andres 873;Montoya 873;Direccion 873;1000000872
Serial-prueba-carga-874;Nombre prueba carga 874;1148;973000;Andres 874;Montoya 874;Direccion 874;1000000873
Serial-prueba-carga-875;Nombre prueba carga 875;1147;974000;Andres 875;Montoya 875;Direccion 875;1000000874
Serial-prueba-carga-876;Nombre prueba carga 876;1146;975000;Andres 876;Montoya 876;Direccion 876;1000000875
Serial-prueba-carga-877;Nombre prueba carga 877;1145;976000;Andres 877;Montoya 877;Direccion 877;1000000876
Serial-prueba-carga-878;Nombre prueba carga 878;1144;977000;Andres 878;Montoya 878;Direccion 878;1000000877
Serial-prueba-carga-879;Nombre prueba carga 879;1143;978000;Andres 879;Montoya 879;Direccion 879;1000000878
Serial-prueba-carga-880;Nombre prueba carga 880;1142;979000;Andres 880;Montoya 880;Direccion 880;1000000879
Serial-prueba-carga-881;Nombre prueba carga 881;1141;980000;Andres 881;Montoya 881;Direccion 881;1000000880
Serial-prueba-carga-882;Nombre prueba carga 882;1140;981000;Andres 882;Montoya 882;Direccion 882;1000000881
Serial-prueba-carga-883;Nombre prueba carga 883;1139;982000;Andres 883;Montoya 883;Direccion 883;1000000882
Serial-prueba-carga-884;Nombre prueba carga 884;1138;983000;Andres 884;Montoya 884;Direccion 884;1000000883
Serial-prueba-carga-885;Nombre prueba carga 885;1137;984000;Andres 885;Montoya 885;Direccion 885;1000000884
Serial-prueba-carga-886;Nombre prueba carga 886;1136;985000;Andres 886;Montoya 886;Direccion 886;1000000885
Serial-prueba-carga-887;Nombre prueba carga 887;1135;986000;Andres 887;Montoya 887;Direccion 887;1000000886
Serial-prueba-carga-888;Nombre prueba carga 888;1134;987000;Andres 888;Montoya 888;Direccion 888;1000000887
Serial-prueba-carga-889;Nombre prueba carga 889;1133;988000;Andres 889;Montoya 889;Direccion 889;1000000888
Serial-prueba-carga-890;Nombre prueba carga 890;1132;989000;Andres 890;Montoya 890;Direccion 890;1000000889
Serial-prueba-carga-891;Nombre prueba carga 891;1131;990000;Andres 891;Montoya 891;Direccion 891;1000000890
Serial-prueba-carga-892;Nombre prueba carga 892;1130;991000;Andres 892;Montoya 892;Direccion 892;1000000891
Serial-prueba-carga-893;Nombre prueba carga 893;1129;992000;Andres 893;Montoya 893;Direccion 893;1000000892
Serial-prueba-carga-894;Nombre prueba carga 894;1128;993000;Andres 894;Montoya 894;Direccion 894;1000000893
Serial-prueba-carga-895;Nombre prueba carga 895;1127;994000;Andres 895;Montoya 895;Direccion 895;1000000894
Serial-prueba-carga-896;Nombre prueba carga 896;1126;995000;Andres 896;Montoya 896;Direccion 896;1000000895
Serial-prueba-carga-897;Nombre prueba carga 897;1125;996000;Andres 897;Montoya 897;Direccion 897;1000000896
Serial-prueba-carga-898;Nombre prueba carga 898;1124;997000;Andres 898;Montoya 898;Direccion 898;1000000897
Serial-prueba-carga-899;Nombre prueba carga 899;1123;998000;Andres 899;Montoya 899;Direccion 899;1000000898
Serial-prueba-carga-900;Nombre prueba carga 900;1122;999000;Andres 900;Montoya 900;Direccion 900;1000000899
Serial-prueba-carga-901;Nombre prueba carga 901;1121;1000000;Andres 901;Montoya 901;Direccion 901;1000000900
Serial-prueba-carga-902;Nombre prueba carga 902;1120;1001000;Andres 902;Montoya 902;Direccion 902;1000000901
Serial-prueba-carga-903;Nombre prueba carga 903;1119;1002000;Andres 903;Montoya 903;Direccion 903;1000000902
Serial-prueba-carga-904;Nombre prueba carga 904;1118;1003000;Andres 904;Montoya 904;Direccion 904;1000000903
Serial-prueba-carga-905;Nombre prueba carga 905;1117;1004000;Andres 905;Montoya 905;Direccion 905;1000000904
Serial-prueba-carga-906;Nombre prueba carga 906;1116;1005000;Andres 906;Montoya 906;Direccion 906;1000000905
Serial-prueba-carga-907;Nombre prueba carga 907;1115;1006000;Andres 907;Montoya 907;Direccion 907;1000000906
Serial-prueba-carga-908;Nombre prueba carga 908;1114;1007000;Andres 908;Montoya 908;Direccion 908;1000000907
Serial-prueba-carga-909;Nombre prueba carga 909;1113;1008000;Andres 909;Montoya 909;Direccion 909;1000000908
Serial-prueba-carga-910;Nombre prueba carga 910;1112;1009000;Andres 910;Montoya 910;Direccion 910;1000000909
Serial-prueba-carga-911;Nombre prueba carga 911;1111;1010000;Andres 911;Montoya 911;Direccion 911;1000000910
Serial-prueba-carga-912;Nombre prueba carga 912;1110;1011000;Andres 912;Montoya 912;Direccion 912;1000000911
Serial-prueba-carga-913;Nombre prueba carga 913;1109;1012000;Andres 913;Montoya 913;Direccion 913;1000000912
Serial-prueba-carga-914;Nombre prueba carga 914;1108;1013000;Andres 914;Montoya 914;Direccion 914;1000000913
Serial-prueba-carga-915;Nombre prueba carga 915;1107;1014000;Andres 915;Montoya 915;Direccion 915;1000000914
Serial-prueba-carga-916;Nombre prueba carga 916;1106;1015000;Andres 916;Montoya 916;Direccion 916;1000000915
Serial-prueba-carga-917;Nombre prueba carga 917;1105;1016000;Andres 917;Montoya 917;Direccion 917;1000000916
Serial-prueba-carga-918;Nombre prueba carga 918;1104;1017000;Andres 918;Montoya 918;Direccion 918;1000000917
Serial-prueba-carga-919;Nombre prueba carga 919;1103;1018000;Andres 919;Montoya 919;Direccion 919;1000000918
Serial-prueba-carga-920;Nombre prueba carga 920;1102;1019000;Andres 920;Montoya 920;Direccion 920;1000000919
Serial-prueba-carga-921;Nombre prueba carga 921;1101;1020000;Andres 921;Montoya 921;Direccion 921;1000000920
Serial-prueba-carga-922;Nombre prueba carga 922;1100;1021000;Andres 922;Montoya 922;Direccion 922;1000000921
Serial-prueba-carga-923;Nombre prueba carga 923;1099;1022000;Andres 923;Montoya 923;Direccion 923;1000000922
Serial-prueba-carga-924;Nombre prueba carga 924;1098;1023000;Andres 924;Montoya 924;Direccion 924;1000000923
Serial-prueba-carga-925;Nombre prueba carga 925;1097;1024000;Andres 925;Montoya 925;Direccion 925;1000000924
Serial-prueba-carga-926;Nombre prueba carga 926;1096;1025000;Andres 926;Montoya 926;Direccion 926;1000000925
Serial-prueba-carga-927;Nombre prueba carga 927;1095;1026000;Andres 927;Montoya 927;Direccion 927;1000000926
Serial-prueba-carga-928;Nombre prueba carga 928;1094;1027000;Andres 928;Montoya 928;Direccion 928;1000000927
Serial-prueba-carga-929;Nombre prueba carga 929;1093;1028000;Andres 929;Montoya 929;Direccion 929;1000000928
Serial-prueba-carga-930;Nombre prueba carga 930;1092;1029000;Andres 930;Montoya 930;Direccion 930;1000000929
Serial-prueba-carga-931;Nombre prueba carga 931;1091;1030000;Andres 931;Montoya 931;Direccion 931;1000000930
Serial-prueba-carga-932;Nombre prueba carga 932;1090;1031000;Andres 932;Montoya 932;Direccion 932;1000000931
Serial-prueba-carga-933;Nombre prueba carga 933;1089;1032000;Andres 933;Montoya 933;Direccion 933;1000000932
Serial-prueba-carga-934;Nombre prueba carga 934;1088;1033000;Andres 934;Montoya 934;Direccion 934;1000000933
Serial-prueba-carga-935;Nombre prueba carga 935;1087;1034000;Andres 935;Montoya 935;Direccion 935;1000000934
Serial-prueba-carga-936;Nombre prueba carga 936;1086;1035000;Andres 936;Montoya 936;Direccion 936;1000000935
Serial-prueba-carga-937;Nombre prueba carga 937;1085;1036000;Andres 937;Montoya 937;Direccion 937;1000000936
Serial-prueba-carga-938;Nombre prueba carga 938;1084;1037000;Andres 938;Montoya 938;Direccion 938;1000000937
Serial-prueba-carga-939;Nombre prueba carga 939;1083;1038000;Andres 939;Montoya 939;Direccion 939;1000000938
Serial-prueba-carga-940;Nombre prueba carga 940;1082;1039000;Andres 940;Montoya 940;Direccion 940;1000000939
Serial-prueba-carga-941;Nombre prueba carga 941;1081;1040000;Andres 941;Montoya 941;Direccion 941;1000000940
Serial-prueba-carga-942;Nombre prueba carga 942;1080;1041000;Andres 942;Montoya 942;Direccion 942;1000000941
Serial-prueba-carga-943;Nombre prueba carga 943;1079;1042000;Andres 943;Montoya 943;Direccion 943;1000000942
Serial-prueba-carga-944;Nombre prueba carga 944;1078;1043000;Andres 944;Montoya 944;Direccion 944;1000000943
Serial-prueba-carga-945;Nombre prueba carga 945;1077;1044000;Andres 945;Montoya 945;Direccion 945;1000000944
Serial-prueba-carga-946;Nombre prueba carga 946;1076;1045000;Andres 946;Montoya 946;Direccion 946;1000000945
Serial-prueba-carga-947;Nombre prueba carga 947;1075;1046000;Andres 947;Montoya 947;Direccion 947;1000000946
Serial-prueba-carga-948;Nombre prueba carga 948;1074;1047000;Andres 948;Montoya 948;Direccion 948;1000000947
Serial-prueba-carga-949;Nombre prueba carga 949;1073;1048000;Andres 949;Montoya 949;Direccion 949;1000000948
Serial-prueba-carga-950;Nombre prueba carga 950;1072;1049000;Andres 950;Montoya 950;Direccion 950;1000000949
Serial-prueba-carga-951;Nombre prueba carga 951;1071;1050000;Andres 951;Montoya 951;Direccion 951;1000000950
Serial-prueba-carga-952;Nombre prueba carga 952;1070;1051000;Andres 952;Montoya 952;Direccion 952;1000000951
Serial-prueba-carga-953;Nombre prueba carga 953;1069;1052000;Andres 953;Montoya 953;Direccion 953;1000000952
Serial-prueba-carga-954;Nombre prueba carga 954;1068;1053000;Andres 954;Montoya 954;Direccion 954;1000000953
Serial-prueba-carga-955;Nombre prueba carga 955;1067;1054000;Andres 955;Montoya 955;Direccion 955;1000000954
Serial-prueba-carga-956;Nombre prueba carga 956;1066;1055000;Andres 956;Montoya 956;Direccion 956;1000000955
Serial-prueba-carga-957;Nombre prueba carga 957;1065;1056000;Andres 957;Montoya 957;Direccion 957;1000000956
Serial-prueba-carga-958;Nombre prueba carga 958;1064;1057000;Andres 958;Montoya 958;Direccion 958;1000000957
Serial-prueba-carga-959;Nombre prueba carga 959;1063;1058000;Andres 959;Montoya 959;Direccion 959;1000000958
Serial-prueba-carga-960;Nombre prueba carga 960;1062;1059000;Andres 960;Montoya 960;Direccion 960;1000000959
Serial-prueba-carga-961;Nombre prueba carga 961;1061;1060000;Andres 961;Montoya 961;Direccion 961;1000000960
Serial-prueba-carga-962;Nombre prueba carga 962;1060;1061000;Andres 962;Montoya 962;Direccion 962;1000000961
Serial-prueba-carga-963;Nombre prueba carga 963;1059;1062000;Andres 963;Montoya 963;Direccion 963;1000000962
Serial-prueba-carga-964;Nombre prueba carga 964;1058;1063000;Andres 964;Montoya 964;Direccion 964;1000000963
Serial-prueba-carga-965;Nombre prueba carga 965;1057;1064000;Andres 965;Montoya 965;Direccion 965;1000000964
Serial-prueba-carga-966;Nombre prueba carga 966;1056;1065000;Andres 966;Montoya 966;Direccion 966;1000000965
Serial-prueba-carga-967;Nombre prueba carga 967;1055;1066000;Andres 967;Montoya 967;Direccion 967;1000000966
Serial-prueba-carga-968;Nombre prueba carga 968;1054;1067000;Andres 968;Montoya 968;Direccion 968;1000000967
Serial-prueba-carga-969;Nombre prueba carga 969;1053;1068000;Andres 969;Montoya 969;Direccion 969;1000000968
Serial-prueba-carga-970;Nombre prueba carga 970;1052;1069000;Andres 970;Montoya 970;Direccion 970;1000000969
Serial-prueba-carga-971;Nombre prueba carga 971;1051;1070000;Andres 971;Montoya 971;Direccion 971;1000000970
Serial-prueba-carga-972;Nombre prueba carga 972;1050;1071000;Andres 972;Montoya 972;Direccion 972;1000000971
Serial-prueba-carga-973;Nombre prueba carga 973;1049;1072000;Andres 973;Montoya 973;Direccion 973;1000000972
Serial-prueba-carga-974;Nombre prueba carga 974;1048;1073000;Andres 974;Montoya 974;Direccion 974;1000000973
Serial-prueba-carga-975;Nombre prueba carga 975;1047;1074000;Andres 975;Montoya 975;Direccion 975;1000000974
Serial-prueba-carga-976;Nombre prueba carga 976;1046;1075000;Andres 976;Montoya 976;Direccion 976;1000000975
Serial-prueba-carga-977;Nombre prueba carga 977;1045;1076000;Andres 977;Montoya 977;Direccion 977;1000000976
Serial-prueba-carga-978;Nombre prueba carga 978;1044;1077000;Andres 978;Montoya 978;Direccion 978;1000000977
Serial-prueba-carga-979;Nombre prueba carga 979;1043;1078000;Andres 979;Montoya 979;Direccion 979;1000000978
Serial-prueba-carga-980;Nombre prueba carga 980;1042;1079000;Andres 980;Montoya 980;Direccion 980;1000000979
Serial-prueba-carga-981;Nombre prueba carga 981;1041;1080000;Andres 981;Montoya 981;Direccion 981;1000000980
Serial-prueba-carga-982;Nombre prueba carga 982;1040;1081000;Andres 982;Montoya 982;Direccion 982;1000000981
Serial-prueba-carga-983;Nombre prueba carga 983;1039;1082000;Andres 983;Montoya 983;Direccion 983;1000000982
Serial-prueba-carga-984;Nombre prueba carga 984;1038;1083000;Andres 984;Montoya 984;Direccion 984;1000000983
Serial-prueba-carga-985;Nombre prueba carga 985;1037;1084000;Andres 985;Montoya 985;Direccion 985;1000000984
Serial-prueba-carga-986;Nombre prueba carga 986;1036;1085000;Andres 986;Montoya 986;Direccion 986;1000000985
